港澳台测试,#genre#
直播室109,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.253.43.161:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.253.43.161:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.253.43.161:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.253.43.161:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.253.43.161:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.253.43.161:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.253.43.161:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.253.43.161:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.253.43.161:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.253.43.161:5146$10
直播室110,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.253.43.162:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.253.43.162:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.253.43.162:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.253.43.162:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.253.43.162:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.253.43.162:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.253.43.162:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.253.43.162:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.253.43.162:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.253.43.162:5146$10
直播室111,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.253.43.163:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.253.43.163:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.253.43.163:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.253.43.163:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.253.43.163:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.253.43.163:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.253.43.163:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.253.43.163:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.253.43.163:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.253.43.163:5146$10
精选频道1,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.186:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.186:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.186:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.186:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.186:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.186:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.186:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.186:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.186:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.186:5146$10
网络通道3HD,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.187:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.187:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.187:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.187:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.187:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.187:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.187:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.187:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.187:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.187:5146$10
网络通道4HD,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.235:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.235:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.235:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.235:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.235:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.235:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.235:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.235:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.235:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.235:5146$10
网络通道6HD,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.122:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.122:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.122:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.122:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.122:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.122:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.122:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.122:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.122:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.122:5146$10

科三教学视频,#genre#
一号线,http://sz.yunkaochang.cn/user-dir-prefix/%E5%9D%82%E7%94%B005%E3%80%81%E5%B9%BF%E4%B8%9C%E6%B7%B1%E5%9C%B3%E7%A7%91%E4%B8%89%E5%9D%82%E7%94%B0%EF%BC%88%E8%87%AA%E5%8A%A8%E6%8C%A1%EF%BC%891%E5%8F%B7%E7%BA%BF%E3%80%90VIP%E3%80%912023.2.26_batch.mp4
二号线,http://sz.yunkaochang.cn/user-dir-prefix/%E5%9D%82%E7%94%B006%E3%80%81%E5%B9%BF%E4%B8%9C%E6%B7%B1%E5%9C%B3%E7%A7%91%E4%B8%89%E5%9D%82%E7%94%B0%EF%BC%88%E8%87%AA%E5%8A%A8%E6%8C%A1%EF%BC%892%E5%8F%B7%E7%BA%BF%E3%80%90VIP%E3%80%912023.2.26_batch.mp4
三号线,http://sz.yunkaochang.cn/user-dir-prefix/%E5%9D%82%E7%94%B007%E3%80%81%E5%B9%BF%E4%B8%9C%E6%B7%B1%E5%9C%B3%E7%A7%91%E4%B8%89%E5%9D%82%E7%94%B0%EF%BC%88%E8%87%AA%E5%8A%A8%E6%8C%A1%EF%BC%893%E5%8F%B7%E7%BA%BF%E3%80%90VIP%E3%80%912023.1.29_batch.mp4
路线图,http://sz.yunkaochang.cn/user-dir-prefix/%E5%9D%82%E7%94%B008%E3%80%81%E5%B9%BF%E4%B8%9C%E6%B7%B1%E5%9C%B3%E7%A7%91%E4%B8%89%E5%9D%82%E7%94%B0%EF%BC%88%E8%87%AA%E5%8A%A8%E6%8C%A1%EF%BC%89%E3%80%90VIP%E3%80%91%E5%8A%A8%E6%80%81%E5%9B%BE2023.2.27_batch.mp4
模拟灯光视频,http://sz.yunkaochang.cn/user-dir-prefix/%E5%9D%82%E7%94%B009%E3%80%81%E5%B9%BF%E4%B8%9C%E6%B7%B1%E5%9C%B3%E5%9D%82%E7%94%B0%E7%A7%91%E7%9B%AE%E4%B8%89%E6%A8%A1%E6%8B%9F%E5%A4%9C%E9%97%B4%E7%81%AF%E5%85%89%E6%93%8D%E4%BD%9C%E8%A7%86%E9%A2%91_batch.mp4
模拟灯光音频,http://sz.yunkaochang.cn/user-dir-prefix/%E5%9D%82%E7%94%B015%E3%80%81%E5%B9%BF%E4%B8%9C%E6%B7%B1%E5%9C%B3%E5%9D%82%E7%94%B0%E7%A7%91%E7%9B%AE%E4%B8%89%E6%A8%A1%E6%8B%9F%E5%A4%9C%E9%97%B4%E7%81%AF%E5%85%89%E6%93%8D%E4%BD%9C%E8%A7%86%E9%9F%B3%E9%A2%91batch.mp4

八段锦,#genre#
八段锦,http://boot-video.xuexi.cn/video/1006/p/821e8bbc1db6cb42672cf99270b14d3d-128954b9a2974f6ab122b33ee788826b-2.mp4

重庆有线,#genre#
CCTV1综合高清,http://192.168.31.1/cqyx.php?id=cctv1HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv1HD$静态
CCTV2財經高清,http://192.168.31.1/cqyx.php?id=cctv2HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv2HD$静态
CCTV3综艺高清,http://192.168.31.1/cqyx.php?id=cctv3HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv3HD$静态
CCTV4中文国际高清,http://192.168.31.1/cqyx.php?id=cctv4HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv4HD$静态
CCTV5体育高清,http://192.168.31.1/cqyx.php?id=cctv5HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv5HD$静态
CCTV6电影高清,http://192.168.31.1/cqyx.php?id=cctv6HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv6HD$静态
CCTV7国防军事高清,http://192.168.31.1/cqyx.php?id=cctv7HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv7HD$静态
CCTV8电视剧高清,http://192.168.31.1/cqyx.php?id=cctv8HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv8HD$静态
CCTV9纪录高清,http://192.168.31.1/cqyx.php?id=cctv9HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv9HD$静态
CCTV10科教高清,http://192.168.31.1/cqyx.php?id=cctv10HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv10HD$静态
CCTV11戏曲高清,http://192.168.31.1/cqyx.php?id=cctv11HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv11HD$静态
CCTV12社会与法高清,http://192.168.31.1/cqyx.php?id=cctv12HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv12HD$静态
CCTV13新闻高清,http://192.168.31.1/cqyx.php?id=CCTVNewsHD$动态#http://192.168.31.1/cqyx_static.php?id=CCTVNewsHD$静态
CCTV14少儿高清,http://192.168.31.1/cqyx.php?id=cctvseHD$动态#http://192.168.31.1/cqyx_static.php?id=cctvseHD$静态
CCTV15音乐高清,http://192.168.31.1/cqyx.php?id=cctv15HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv15HD$静态
CCTV16奥林匹克高清,http://192.168.31.1/cqyx.php?id=cctv16HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv16HD$静态
CCTV17农业农村高清,http://192.168.31.1/cqyx.php?id=cctv17HD$动态#http://192.168.31.1/cqyx_static.php?id=cctv17HD$静态
CCTV4K超高清,http://192.168.31.1/cqyx.php?id=CCTV4K$动态#http://192.168.31.1/cqyx_static.php?id=CCTV4K$静态
CCTV16奥林匹克4K超高清,http://192.168.31.1/cqyx.php?id=CCTV16_4K$动态#http://192.168.31.1/cqyx_static.php?id=CCTV16_4K$静态
优购物,http://192.168.31.1/cqyx.php?id=yougouwu$动态#http://192.168.31.1/cqyx_static.php?id=yougouwu$静态
家家购物,http://192.168.31.1/cqyx.php?id=jjgw$动态#http://192.168.31.1/cqyx_static.php?id=jjgw$静态
风尚购物,http://192.168.31.1/cqyx.php?id=fsgw$动态#http://192.168.31.1/cqyx_static.php?id=fsgw$静态
聚鲨环球精选,http://192.168.31.1/cqyx.php?id=jusha$动态#http://192.168.31.1/cqyx_static.php?id=jusha$静态
中视购物,http://192.168.31.1/cqyx.php?id=ysgw$动态#http://192.168.31.1/cqyx_static.php?id=ysgw$静态
家有购物,http://192.168.31.1/cqyx.php?id=jygw$动态#http://192.168.31.1/cqyx_static.php?id=jygw$静态
央广购物,http://192.168.31.1/cqyx.php?id=yggw$动态#http://192.168.31.1/cqyx_static.php?id=yggw$静态
江苏卫视高清,http://192.168.31.1/cqyx.php?id=jiangsuHD$动态#http://192.168.31.1/cqyx_static.php?id=jiangsuHD$静态
北京卫视高清,http://192.168.31.1/cqyx.php?id=beijingHD$动态#http://192.168.31.1/cqyx_static.php?id=beijingHD$静态
浙江卫视高清,http://192.168.31.1/cqyx.php?id=zhejiangHD$动态#http://192.168.31.1/cqyx_static.php?id=zhejiangHD$静态
上海卫视高清,http://192.168.31.1/cqyx.php?id=shanghaiHD$动态#http://192.168.31.1/cqyx_static.php?id=shanghaiHD$静态
深圳卫视高清,http://192.168.31.1/cqyx.php?id=shenzhenHD$动态#http://192.168.31.1/cqyx_static.php?id=shenzhenHD$静态
辽宁卫视高清,http://192.168.31.1/cqyx.php?id=liaoningHD$动态#http://192.168.31.1/cqyx_static.php?id=liaoningHD$静态
天津卫视高清,http://192.168.31.1/cqyx.php?id=tianjinHD$动态#http://192.168.31.1/cqyx_static.php?id=tianjinHD$静态
贵州卫视高清,http://192.168.31.1/cqyx.php?id=guizhouHD$动态#http://192.168.31.1/cqyx_static.php?id=guizhouHD$静态
四川卫视高清,http://192.168.31.1/cqyx.php?id=sichuanHD$动态#http://192.168.31.1/cqyx_static.php?id=sichuanHD$静态
云南卫视高清,http://192.168.31.1/cqyx.php?id=yunnanSD$动态#http://192.168.31.1/cqyx_static.php?id=yunnanSD$静态
东南卫视高清,http://192.168.31.1/cqyx.php?id=dongnanHD$动态#http://192.168.31.1/cqyx_static.php?id=dongnanHD$静态
黑龙江卫视高清,http://192.168.31.1/cqyx.php?id=heilongjiangHD$动态#http://192.168.31.1/cqyx_static.php?id=heilongjiangHD$静态
安徽卫视高清,http://192.168.31.1/cqyx.php?id=anhuiSD$动态#http://192.168.31.1/cqyx_static.php?id=anhuiSD$静态
河北卫视高清,http://192.168.31.1/cqyx.php?id=hebeiSD$动态#http://192.168.31.1/cqyx_static.php?id=hebeiSD$静态
江西卫视高清,http://192.168.31.1/cqyx.php?id=jiangxiHD$动态#http://192.168.31.1/cqyx_static.php?id=jiangxiHD$静态
湖北卫视高清,http://192.168.31.1/cqyx.php?id=hubeiSD$动态#http://192.168.31.1/cqyx_static.php?id=hubeiSD$静态
海南卫视高清,http://192.168.31.1/cqyx.php?id=hainanSD$动态#http://192.168.31.1/cqyx_static.php?id=hainanSD$静态
吉林卫视高清,http://192.168.31.1/cqyx.php?id=jilinHD$动态#http://192.168.31.1/cqyx_static.php?id=jilinHD$静态
广西卫视高清,http://192.168.31.1/cqyx.php?id=guangxiHD$动态#http://192.168.31.1/cqyx_static.php?id=guangxiHD$静态
内蒙古卫视,http://192.168.31.1/cqyx.php?id=neimengkuSD$动态#http://192.168.31.1/cqyx_static.php?id=neimengkuSD$静态
湖南卫视高清,http://192.168.31.1/cqyx.php?id=hunanHD$动态#http://192.168.31.1/cqyx_static.php?id=hunanHD$静态
广东卫视高清,http://192.168.31.1/cqyx.php?id=guangdongHD$动态#http://192.168.31.1/cqyx_static.php?id=guangdongHD$静态
河南卫视高清,http://192.168.31.1/cqyx.php?id=henanHD$动态#http://192.168.31.1/cqyx_static.php?id=henanHD$静态
山西卫视,http://192.168.31.1/cqyx.php?id=shanxiSD$动态#http://192.168.31.1/cqyx_static.php?id=shanxiSD$静态
兵团卫视,http://192.168.31.1/cqyx.php?id=bingtuanSD$动态#http://192.168.31.1/cqyx_static.php?id=bingtuanSD$静态
宁夏卫视,http://192.168.31.1/cqyx.php?id=ningxia$动态#http://192.168.31.1/cqyx_static.php?id=ningxia$静态
北京卡酷少儿,http://192.168.31.1/cqyx.php?id=bjkakuSD$动态#http://192.168.31.1/cqyx_static.php?id=bjkakuSD$静态
金鹰卡通高清,http://192.168.31.1/cqyx.php?id=jinyingSD$动态#http://192.168.31.1/cqyx_static.php?id=jinyingSD$静态
三沙卫视,http://192.168.31.1/cqyx.php?id=sanshaSD$动态#http://192.168.31.1/cqyx_static.php?id=sanshaSD$静态
青海卫视,http://192.168.31.1/cqyx.php?id=qinghaiSD$动态#http://192.168.31.1/cqyx_static.php?id=qinghaiSD$静态
中国天气,http://192.168.31.1/cqyx.php?id=tianqiSD$动态#http://192.168.31.1/cqyx_static.php?id=tianqiSD$静态
北京纪实科教高清,http://192.168.31.1/cqyx.php?id=bjayjsSD$动态#http://192.168.31.1/cqyx_static.php?id=bjayjsSD$静态
山东教育卫视,http://192.168.31.1/cqyx.php?id=sdjiaoyuSD$动态#http://192.168.31.1/cqyx_static.php?id=sdjiaoyuSD$静态
新疆卫视,http://192.168.31.1/cqyx.php?id=xinjiangSD$动态#http://192.168.31.1/cqyx_static.php?id=xinjiangSD$静态
西藏卫视,http://192.168.31.1/cqyx.php?id=xizangSD$动态#http://192.168.31.1/cqyx_static.php?id=xizangSD$静态
CGTN,http://192.168.31.1/cqyx.php?id=cgtnSD$动态#http://192.168.31.1/cqyx_static.php?id=cgtnSD$静态
CETV-1,http://192.168.31.1/cqyx.php?id=cetv-1SD$动态#http://192.168.31.1/cqyx_static.php?id=cetv-1SD$静态
CETV-4,http://192.168.31.1/cqyx.php?id=cetv-4SD$动态#http://192.168.31.1/cqyx_static.php?id=cetv-4SD$静态
重庆卫视高清,http://192.168.31.1/cqyx.php?id=chongqingHD$动态#http://192.168.31.1/cqyx_static.php?id=chongqingHD$静态
重庆新闻高清,http://192.168.31.1/cqyx.php?id=CQTVNewsHD$动态#http://192.168.31.1/cqyx_static.php?id=CQTVNewsHD$静态
重庆影视高清,http://192.168.31.1/cqyx.php?id=cqyingshiHD$动态#http://192.168.31.1/cqyx_static.php?id=cqyingshiHD$静态
重庆社会与法高清,http://192.168.31.1/cqyx.php?id=CQTVTrendyHD$动态#http://192.168.31.1/cqyx_static.php?id=CQTVTrendyHD$静态
重庆时尚生活高清,http://192.168.31.1/cqyx.php?id=cqssgwHD$动态#http://192.168.31.1/cqyx_static.php?id=cqssgwHD$静态
重庆文体娱乐高清,http://192.168.31.1/cqyx.php?id=cqwtylHD$动态#http://192.168.31.1/cqyx_static.php?id=cqwtylHD$静态
重庆新农村高清,http://192.168.31.1/cqyx.php?id=cqggncHD$动态#http://192.168.31.1/cqyx_static.php?id=cqggncHD$静态
重庆少儿高清,http://192.168.31.1/cqyx.php?id=cqseHD$动态#http://192.168.31.1/cqyx_static.php?id=cqseHD$静态
重庆科教高清,http://192.168.31.1/cqyx.php?id=CQTVkejiaoHD$动态#http://192.168.31.1/cqyx_static.php?id=CQTVkejiaoHD$静态
爱看导视高清,http://192.168.31.1/cqyx.php?id=aikanHD$动态#http://192.168.31.1/cqyx_static.php?id=aikanHD$静态
重庆汽摩高清,http://192.168.31.1/cqyx.php?id=cqcarSD$动态#http://192.168.31.1/cqyx_static.php?id=cqcarSD$静态
重庆移动高清,http://192.168.31.1/cqyx.php?id=mryyHD$动态#http://192.168.31.1/cqyx_static.php?id=mryyHD$静态
重广融媒,http://192.168.31.1/cqyx.php?id=cqrongmei$动态#http://192.168.31.1/cqyx_static.php?id=cqrongmei$静态
生活时尚,http://192.168.31.1/cqyx.php?id=shenghuo$动态#http://192.168.31.1/cqyx_static.php?id=shenghuo$静态
百姓健康,http://192.168.31.1/cqyx.php?id=jiankangSD$动态#http://192.168.31.1/cqyx_static.php?id=jiankangSD$静态
欢笑剧场4K超高清,http://192.168.31.1/cqyx.php?id=hxjc_4K$动态#http://192.168.31.1/cqyx_static.php?id=hxjc_4K$静态
快乐垂钓高清,http://192.168.31.1/cqyx.php?id=klcdHD$动态#http://192.168.31.1/cqyx_static.php?id=klcdHD$静态
第一剧场高清,http://192.168.31.1/cqyx.php?id=diyijuchangHD$动态#http://192.168.31.1/cqyx_static.php?id=diyijuchangHD$静态
都市剧场高清,http://192.168.31.1/cqyx.php?id=dsjcHD$动态#http://192.168.31.1/cqyx_static.php?id=dsjcHD$静态
动漫秀场高清,http://192.168.31.1/cqyx.php?id=dmxcHD$动态#http://192.168.31.1/cqyx_static.php?id=dmxcHD$静态
魅力足球高清,http://192.168.31.1/cqyx.php?id=mlzqHD$动态#http://192.168.31.1/cqyx_static.php?id=mlzqHD$静态
风云剧场高清,http://192.168.31.1/cqyx.php?id=fyjcHD$动态#http://192.168.31.1/cqyx_static.php?id=fyjcHD$静态
求索纪录高清,http://192.168.31.1/cqyx.php?id=qsjlHD$动态#http://192.168.31.1/cqyx_static.php?id=qsjlHD$静态
兵器科技高清,http://192.168.31.1/cqyx.php?id=bqkjHD$动态#http://192.168.31.1/cqyx_static.php?id=bqkjHD$静态
游戏风云高清,http://192.168.31.1/cqyx.php?id=yxfyHD$动态#http://192.168.31.1/cqyx_static.php?id=yxfyHD$静态
怀旧剧场高清,http://192.168.31.1/cqyx.php?id=hjjcHD$动态#http://192.168.31.1/cqyx_static.php?id=hjjcHD$静态
风云音乐高清,http://192.168.31.1/cqyx.php?id=fyyyHD$动态#http://192.168.31.1/cqyx_static.php?id=fyyyHD$静态
央视台球高清,http://192.168.31.1/cqyx.php?id=ystqHD$动态#http://192.168.31.1/cqyx_static.php?id=ystqHD$静态
风云足球高清,http://192.168.31.1/cqyx.php?id=fyzqHD$动态#http://192.168.31.1/cqyx_static.php?id=fyzqHD$静态
央视文化精品高清,http://192.168.31.1/cqyx.php?id=yswhHD$动态#http://192.168.31.1/cqyx_static.php?id=yswhHD$静态
高尔夫网球高清,http://192.168.31.1/cqyx.php?id=golfHD$动态#http://192.168.31.1/cqyx_static.php?id=golfHD$静态
早期教育高清,http://192.168.31.1/cqyx.php?id=zaojiaoHD$动态#http://192.168.31.1/cqyx_static.php?id=zaojiaoHD$静态
东方財經高清,http://192.168.31.1/cqyx.php?id=dfcj$动态#http://192.168.31.1/cqyx_static.php?id=dfcj$静态
证券服务,http://192.168.31.1/cqyx.php?id=jiazheng$动态#http://192.168.31.1/cqyx_static.php?id=jiazheng$静态
书画,http://192.168.31.1/cqyx.php?id=shuhua$动态#http://192.168.31.1/cqyx_static.php?id=shuhua$静态
